label	description	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism
x0so0334	seq.10894.25	Secretagogin	Secretagogin	O76038	10590	SCGN	Human
x0so0335	seq.10895.28	Transmembrane protease serine 11B	TM11B	Q86T26	132724	TMPRSS11B	Human
x0so0336	seq.10900.272	Stathmin-2	STMN2	Q93045	11075	STMN2	Human
x0so0337	seq.10902.53	Retroviral-like aspartic protease 1	APRV1	Q53RT3	151516	ASPRV1	Human
x0so0338	seq.10903.50	Syntaxin-8	STX8	Q9UNK0	9482	STX8	Human
x0so0339	seq.10907.116	Neurotrimin	NTRI	Q9P121	50863	NTM	Human
x0so0340	seq.10908.2	Polypeptide N-acetylgalactosaminyltransferase 13	GLT13	Q8IUC8	114805	GALNT13	Human
x0so0341	seq.10910.6	Carcinoembryonic antigen-related cell adhesion molecule 4	CEAM4	O75871	1089	CEACAM4	Human
x0so0343	seq.10916.44	Secretory phospholipase A2 receptor	PLA2R	Q13018	22925	PLA2R1	Human
x0so0344	seq.10917.40	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2	GBGT2	O14610	2793	GNGT2	Human
x0so0345	seq.10924.258	Neuferricin	NEUFC	Q8WUJ1	124936	CYB5D2	Human
x0so0348	seq.10933.107	Calcium-binding protein 8	CABP8	Q9BXU9	83698	CALN1	Human
x0so0349	seq.10938.13	Lymphocyte function-associated antigen 3	sLFA-3	P19256	965	CD58	Human
x0so0350	seq.10939.16	Pleckstrin homology domain-containing family A member 4	PKHA4	Q9H4M7	57664	PLEKHA4	Human
x0so0351	seq.10940.25	Sarcalumenin	SRCA	Q86TD4	6345	SRL	Human
x0so0353	seq.10945.11	Syntaxin-6	Syntaxin-6	O43752	10228	STX6	Human
x0so0354	seq.10948.14	Phospholipase D3	PLD3	Q8IV08	23646	PLD3	Human
x0so0355	seq.10949.59	60S acidic ribosomal protein P2	RLA2	P05387	6181	RPLP2	Human
x0so0356	seq.10953.14	C-type lectin domain family 2 member A	CLC2A	Q6UVW9	387836	CLEC2A	Human
x0so0357	seq.10955.4	C-type lectin domain family 10 member A	CLC10	Q8IUN9	10462	CLEC10A	Human
x0so0358	seq.10956.82	Glycine cleavage system H protein, mitochondrial	GCSH	P23434	2653	GCSH	Human
x0so0359	seq.10959.125	BET1-like protein	BET1L	Q9NYM9	51272	BET1L	Human
x0so0360	seq.10961.15	Retinoic acid receptor responder protein 3	TIG3	Q9UL19	5920	PLAAT4	Human
x0so0362	seq.10966.1	Alpha-2-HS-glycoprotein	a2-HS-Glycoprotein	P02765	197	AHSG	Human
x0so0363	seq.10967.12	Prolactin	PRL	P01236	5617	PRL	Human
x0so0364	seq.10970.3	Ecto-ADP-ribosyltransferase 3	NAR3	Q13508	419	ART3	Human
x0so0365	seq.10974.20	Serine protease inhibitor Kazal-type 7	ISK7	P58062	84651	SPINK7	Human
x0so0366	seq.10975.59	Mucin-like protein 1	MUCL1	Q96DR8	118430	MUCL1	Human
x0so0367	seq.10976.44	Mucin-1:region 3	MUC1:region 3	P15941	4582	MUC1	Human
x0so0368	seq.10977.55	Unique cartilage matrix-associated protein	UCMA	Q8WVF2	221044	UCMA	Human
x0so0369	seq.10978.39	Growth hormone variant	SOM2	P01242	2689	GH2	Human
x0so0370	seq.10980.11	Acetylcholinesterase	ACES	P22303	43	ACHE	Human
x0so0371	seq.10981.56	Pro-neuregulin-3, membrane-bound isoform	NRG3	P56975	10718	NRG3	Human
x0so0372	seq.10990.21	Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	Q5S007	120892	LRRK2	Human
x0so0373	seq.11067.13	Osteocalcin	Osteocalcin	P02818	632	BGLAP	Human
x0so0374	seq.11071.1	Interleukin-5	IL-5	P05113	3567	IL5	Human
x0so0375	seq.11081.1	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	GPDA	P21695	2819	GPD1	Human
x0so0376	seq.11083.23	Gamma-enolase	NSE	P09104	2026	ENO2	Human
x0so0377	seq.11089.7	Immunoglobulin A	IgA	P01876|P01877	3493 3494	IGHA1|IGHA2	Human
x0so0378	seq.11094.104	Galectin-10	LPPL	Q05315	1178	CLC	Human
x0so0379	seq.11096.57	HemK methyltransferase family member 2	HEMK2	Q9Y5N5	29104	N6AMT1	Human
x0so0380	seq.11098.1	Pyridoxal kinase	PDXK	O00764	8566	PDXK	Human
x0so0381	seq.11101.18	Toll-like receptor 4	TLR4	O00206	7099	TLR4	Human
x0so0382	seq.11102.22	Regenerating islet-derived protein 4	REG4	Q9BYZ8	83998	REG4	Human
x0so0383	seq.11103.24	Heat shock protein beta-1	HSP 27	P04792	3315	HSPB1	Human
x0so0384	seq.11104.13	Chitinase-3-like protein 1	YKL-40	P36222	1116	CHI3L1	Human
x0so0385	seq.11105.171	Alpha-enolase	Alpha enolase	P06733	2023	ENO1	Human
x0so0386	seq.11107.25	Teneurin-3	TEN3	Q9P273	55714	TENM3	Human
x0so0387	seq.11109.56	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:Sushi 15-18	SVEP1:Sushi 15-18	Q4LDE5	79987	SVEP1	Human
x0so0388	seq.11110.4	Transmembrane protein 119	TM119	Q4V9L6	338773	TMEM119	Human
x0so0389	seq.11112.18	Protein kish-A	KISHA	Q8TBQ9	153339	TMEM167A	Human
x0so0390	seq.11116.16	Uncharacterized protein C11orf87	CK087	Q6NUJ2	399947	C11orf87	Human
x0so0391	seq.11117.2	Spermatogenesis-associated protein 20	SPT20	Q8TB22	64847	SPATA20	Human
x0so0392	seq.11118.107	Ras-related protein Rab-17	RAB17	Q9H0T7	64284	RAB17	Human
x0so0393	seq.11120.49	N-acetyltransferase 14	NAT14	Q8WUY8	57106	NAT14	Human
x0so0394	seq.11121.56	Brorin	VWC2	Q2TAL6	375567	VWC2	Human
x0so0395	seq.11122.97	Maspardin	SPG21	Q9NZD8	51324	SPG21	Human
x0so0396	seq.11126.102	Triple functional domain protein	TRIO	O75962	7204	TRIO	Human
x0so0397	seq.11128.29	Transmembrane protein 132C:Cytoplasmic domain	T132C:CD	Q8N3T6	92293	TMEM132C	Human
x0so0398	seq.11129.66	Bone morphogenetic protein 15	BMP15	O95972	9210	BMP15	Human
x0so0399	seq.11130.158	Voltage-dependent L-type calcium channel subunit beta-4	CACB4	O00305	785	CACNB4	Human
x0so0400	seq.11134.30	Peptide chain release factor 1-like, mitochondrial	RF1ML	Q9UGC7	54516	MTRF1L	Human
x0so0401	seq.11135.5	39S ribosomal protein L55, mitochondrial	RM55	Q7Z7F7	128308	MRPL55	Human
x0so0402	seq.11137.43	Cytokine receptor common subunit beta:Cytoplasmic domain	IL3RB:CD	P32927	1439	CSF2RB	Human
x0so0403	seq.11138.16	Runt-related transcription factor 3	RUNX3	Q13761	864	RUNX3	Human
x0so0405	seq.11140.56	Collagen alpha-1(I) chain:C-term propeptide	CO1A1:C-term propeptide	P02452	1277	COL1A1	Human
x0so0406	seq.11142.11	Angiopoietin-related protein 1:C-Term, Fibrinogen domian	ANGL1:C-term	O95841	9068	ANGPTL1	Human
x0so0407	seq.11143.32	Noelin-3:Isoform 2, N-term	NOE3:N-term	Q96PB7	118427	OLFM3	Human
x0so0408	seq.11144.10	Beta-defensin 116	DB116	Q30KQ4	245930	DEFB116	Human
x0so0409	seq.11145.72	UPF0606 protein KIAA1549L	K154L	Q6ZVL6	25758	KIAA1549L	Human
x0so0410	seq.11146.4	T-box transcription factor TBX22	TBX22	Q9Y458	50945	TBX22	Human
x0so0411	seq.11147.17	Trem-like transcript 1 protein:immunoreceptor tyrosine-based inhibition motif	TRML1:ITIM	Q86YW5	340205	TREML1	Human
x0so0412	seq.11149.3	Toll-like receptor 1:Cytoplasmic domain	TLR1:CD	Q15399	7096	TLR1	Human
x0so0413	seq.11150.3	Collagen alpha-1(VI) chain	Collagen a1(VI)	P12109	1291	COL6A1	Human
x0so0414	seq.11152.46	Kallikrein-13	kallikrein 13	Q9UKR3	26085	KLK13	Human
x0so0415	seq.11154.3	Nuclear factor erythroid 2-related factor 1	NF2L1	Q14494	4779	NFE2L1	Human
x0so0416	seq.11155.16	Collagen alpha-5(VI) chain	CO6A5	A8TX70	256076	COL6A5	Human
x0so0417	seq.11157.35	Heat shock 70 kDa protein 1A	HSP 70	P0DMV8	3303	HSPA1A	Human
x0so0418	seq.11158.40	Bicaudal D-related protein 1	BICR1	Q6ZP65	92558	BICDL1	Human
x0so0419	seq.11159.14	Mitochondrial ubiquitin ligase activator of NFKB 1:Cytoplasmic domain	MUL1:CD	Q969V5	79594	MUL1	Human
x0so0420	seq.11160.56	RING finger protein 122	RN122	Q9H9V4	79845	RNF122	Human
x0so0421	seq.11161.5	Spartin	SPG20	Q8N0X7	23111	SPART	Human
x0so0422	seq.11162.37	Equatorin	EQTN	Q9NQ60	54586	EQTN	Human
x0so0423	seq.11163.7	Protein FAM162B	F162B	Q5T6X4	221303	FAM162B	Human
x0so0424	seq.11164.7	Teneurin-2	TEN2	Q9NT68	57451	TENM2	Human
x0so0425	seq.11167.6	Myotubularin-related protein 1	MTMR1	Q13613	8776	MTMR1	Human
x0so0426	seq.11168.3	Multiple epidermal growth factor-like domains protein 10	MEG10	Q96KG7	84466	MEGF10	Human
x0so0427	seq.11171.25	Filamin-A:Calponin Homology 2	filamin A:CH2	P21333	2316	FLNA	Human
x0so0428	seq.11173.29	Allergin-1	MILR1	Q7Z6M3	284021	MILR1	Human
x0so0429	seq.11174.8	Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 6	THS7A:TSP type-1 domain 6	Q9UPZ6	221981	THSD7A	Human
x0so0430	seq.11175.45	Lysophosphatidylcholine acyltransferase 2	PCAT2	Q7L5N7	54947	LPCAT2	Human
x0so0431	seq.11177.16	Keratin, type II cytoskeletal 5	K2C5	P13647	3852	KRT5	Human
x0so0432	seq.11178.21	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6	SVEP1:EGF-like domains 4-6	Q4LDE5	79987	SVEP1	Human
x0so0433	seq.11179.7	Testis-specific serine/threonine-protein kinase 1	TSSK1	Q9BXA7	83942	TSSK1B	Human
x0so0434	seq.11180.17	SWI/SNF complex subunit SMARCC1	SMRC1	Q92922	6599	SMARCC1	Human
x0so0435	seq.11184.51	Chromogranin-A	CgA	P10645	1113	CHGA	Human
x0so0436	seq.11185.145	GTP cyclohydrolase 1	GCH1	P30793	2643	GCH1	Human
x0so0437	seq.11186.12	Transmembrane protein 52	TMM52	Q8NDY8	339456	TMEM52	Human
x0so0438	seq.11187.11	C-type lectin domain family 12 member A	CL12A	Q5QGZ9	160364	CLEC12A	Human
x0so0439	seq.11190.129	ATP-dependent zinc metalloprotease YME1L1	YMEL1	Q96TA2	10730	YME1L1	Human
x0so0440	seq.11192.168	Tubulointerstitial nephritis antigen-like	TINAL	Q9GZM7	64129	TINAGL1	Human
x0so0441	seq.11193.27	Hepatocyte nuclear factor 1-alpha	HNF1A	P20823	6927	HNF1A	Human
x0so0442	seq.11194.6	Signaling threshold-regulating transmembrane adapter 1	SIT1	Q9Y3P8	27240	SIT1	Human
x0so0443	seq.11196.31	Collagen alpha-3(VI) chain:Bovine pancreatic trypsin inhibitor/Kunitz inhibitor domain, isoform 1	Collagen alpha-3(VI):BPTI/Kunitz inhibitor	P12111	1293	COL6A3	Human
x0so0444	seq.11198.37	Cyclic AMP-responsive element-binding protein 3-like protein 1	CR3L1	Q96BA8	90993	CREB3L1	Human
x0so0445	seq.11200.52	Complement component C1q receptor	C1QR1	Q9NPY3	22918	CD93	Human
x0so0446	seq.11201.19	tRNA pseudouridine synthase A, mitochondrial	TRUA	Q9Y606	80324	PUS1	Human
x0so0447	seq.11202.70	T-box transcription factor TBX5	TBX5	Q99593	6910	TBX5	Human
x0so0448	seq.11203.97	Pyruvate kinase PKLR	KPYR	P30613	5313	PKLR	Human
x0so0449	seq.11204.80	Coxsackievirus and adenovirus receptor	CXAR	P78310	1525	CXADR	Human
x0so0450	seq.11205.10	Integrin beta-7	Integrin beta-7	P26010	3695	ITGB7	Human
x0so0451	seq.11207.3	Macrophage scavenger receptor types I and II:Cytoplasmic domain	Macrophage scavenger receptor:CD	P21757	4481	MSR1	Human
x0so0452	seq.11208.15	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	NAGPA	Q9UK23	51172	NAGPA	Human
x0so0453	seq.11211.7	Tubulin-specific chaperone E	TBCE	Q15813	6905	TBCE	Human
x0so0454	seq.11212.7	Thioredoxin domain-containing protein 5	TXND5	Q8NBS9	81567	TXNDC5	Human
x0so0455	seq.11214.40	DnaJ homolog subfamily B member 9	DNJB9	Q9UBS3	4189	DNAJB9	Human
x0so0456	seq.11215.6	Cadherin-15:Cytoplasmic domain	CAD15:CD	P55291	1013	CDH15	Human
x0so0457	seq.11217.16	C-terminal-binding protein 1	CTBP1	Q13363	1487	CTBP1	Human
x0so0458	seq.11218.84	Thiopurine S-methyltransferase	TPMT	P51580	7172	TPMT	Human
x0so0459	seq.11219.95	Fibroblast growth factor-binding protein 3	FGFP3	Q8TAT2	143282	FGFBP3	Human
x0so0460	seq.11220.53	Uncharacterized protein C10orf105	CJ105	Q8TEF2	414152	C10orf105	Human
x0so0462	seq.11223.1	Transmembrane protein 154	TM154	Q6P9G4	201799	TMEM154	Human
x0so0463	seq.11226.16	Ubiquitin-protein ligase E3A	UBE3A	Q05086	7337	UBE3A	Human
x0so0464	seq.11227.31	Transducin beta-like protein 2	TBL2	Q9Y4P3	26608	TBL2	Human
x0so0465	seq.11228.37	Protein RIC-3	RIC3	Q7Z5B4	79608	RIC3	Human
x0so0466	seq.11229.16	Serine/threonine-protein kinase/endoribonuclease IRE1	ERN1	O75460	2081	ERN1	Human
x0so0468	seq.11231.12	Adrenodoxin-like protein, mitochondrial	ADXL	Q6P4F2	112812	FDX2	Human
x0so0469	seq.11232.46	Transcobalamin-1	Holo-TC I	P20061	6947	TCN1	Human
x0so0470	seq.11237.49	Procollagen C-endopeptidase enhancer 1	PCOC1	Q15113	5118	PCOLCE	Human
x0so0471	seq.11239.49	Transmembrane protease serine 6	TMPS6	Q8IU80	164656	TMPRSS6	Human
x0so0472	seq.11241.8	Argininosuccinate lyase	ARLY	P04424	435	ASL	Human
x0so0473	seq.11242.33	Protein-glutamine gamma-glutamyltransferase K	TGM1	P22735	7051	TGM1	Human
x0so0474	seq.11243.90	Adhesion G-protein coupled receptor F1	GPR110	Q5T601	266977	ADGRF1	Human
x0so0475	seq.11245.43	Filamin-A:Calponin Homology 1	filamin A:CH1	P21333	2316	FLNA	Human
x0so0476	seq.11246.3	BPI fold-containing family B member 1	LPLC1	Q8TDL5	92747	BPIFB1	Human
x0so0477	seq.11247.20	N-acetylglutamate synthase, mitochondrial	NAGS	Q8N159	162417	NAGS	Human
x0so0478	seq.11248.43	Uroporphyrinogen-III synthase	HEM4	P10746	7390	UROS	Human
x0so0479	seq.11252.30	Leucine-rich repeat and calponin homology domain-containing protein 4:Calponin Homology	LRCH4:CH	O75427	4034	LRCH4	Human
x0so0480	seq.11254.13	Papilin	PPN	O95428	89932	PAPLN	Human
x0so0481	seq.11257.1	Dihydropteridine reductase	DHPR	P09417	5860	QDPR	Human
x0so0482	seq.11258.41	Mucosal addressin cell adhesion molecule 1	MAdCAM-1	Q13477	8174	MADCAM1	Human
x0so0483	seq.11260.47	SUN domain-containing protein 5	SPA4L	Q8TC36	140732	SUN5	Human
x0so0484	seq.11262.39	TraB domain-containing protein	TRABD	Q9H4I3	80305	TRABD	Human
x0so0485	seq.11263.57	Calsequestrin-1	CASQ1	P31415	844	CASQ1	Human
x0so0486	seq.11264.33	Xanthine dehydrogenase/oxidase	XDH	P47989	7498	XDH	Human
x0so0487	seq.11265.8	Retinal dehydrogenase 1	Retinal dehydrogenase 1	P00352	216	ALDH1A1	Human
x0so0488	seq.11266.8	P-selectin glycoprotein ligand 1:Extracellular domain	SELPL:ECD	Q14242	6404	SELPLG	Human
x0so0489	seq.11270.17	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	CHC10	Q8WYQ3	400916	CHCHD10	Human
x0so0490	seq.11273.176	Glutathione S-transferase theta-2B	GSTT2	P0CG30	653689	GSTT2B	Human
x0so0491	seq.11275.94	Low-density lipoprotein receptor-related protein 1B	LRP1B	Q9NZR2	53353	LRP1B	Human
x0so0492	seq.11277.23	Cyclic AMP-dependent transcription factor ATF-6 alpha	ATF6A	P18850	22926	ATF6	Human
x0so0493	seq.11278.4	Collagen alpha-2(XI) chain	COL11A2	P13942	1302	COL11A2	Human
x0so0494	seq.11279.42	Gamma-aminobutyric acid type B receptor subunit 1	GABR1	Q9UBS5	2550	GABBR1	Human
x0so0495	seq.11280.6	Glutamate decarboxylase 1	DCE1	Q99259	2571	GAD1	Human
x0so0496	seq.11281.6	Growth factor receptor-bound protein 7	GRB7	Q14451	2886	GRB7	Human
x0so0497	seq.11282.16	Macrophage scavenger receptor types I and II:Extracellular domain	Macrophage scavenger receptor:ECD	P21757	4481	MSR1	Human
x0so0498	seq.11283.13	DDB1- and CUL4-associated factor 5	DCAF5	Q96JK2	8816	DCAF5	Human
x0so0499	seq.11284.24	Leukocyte-associated immunoglobulin-like receptor 1	LAIR1	Q6GTX8	3903	LAIR1	Human
x0so0500	seq.11285.8	Hematopoietic progenitor cell antigen CD34	CD34	P28906	947	CD34	Human
x0so0501	seq.11286.78	Selenoprotein S	SELS	Q9BQE4	55829	SELENOS	Human
x0so0502	seq.11287.14	Cytochrome b5	Cytochrome b5	P00167	1528	CYB5A	Human
x0so0503	seq.11288.26	Cytosolic purine 5'-nucleotidase	5NTC	P49902	22978	NT5C2	Human
x0so0504	seq.11289.31	Casein kinase I isoform delta	KC1D	P48730	1453	CSNK1D	Human
x0so0506	seq.11292.13	Scavenger receptor class A member 3:region 2	SCAR3:region 2	Q6AZY7	51435	SCARA3	Human
x0so0507	seq.11293.14	Leucine-rich repeat neuronal protein 1:Cytoplasmic domain	LRRN1:CD	Q6UXK5	57633	LRRN1	Human
x0so0508	seq.11294.7	Transmembrane and coiled-coil domains protein 3:region 2	TMCC3:region 2	Q9ULS5	57458	TMCC3	Human
x0so0509	seq.11297.54	Neurogenic locus notch homolog protein 2	NOTC2	Q04721	4853	NOTCH2	Human
x0so0510	seq.11300.32	Sortilin	SORT	Q99523	6272	SORT1	Human
x0so0511	seq.11302.237	Tenascin-R	TENR	Q92752	7143	TNR	Human
x0so0512	seq.11303.7	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	SAMH1	Q9Y3Z3	25939	SAMHD1	Human
x0so0513	seq.11307.33	NEDD4-like E3 ubiquitin-protein ligase WWP1	WWP1	Q9H0M0	11059	WWP1	Human
x0so0514	seq.11308.8	Cyclic AMP-responsive element-binding protein 3-like protein 4	CR3L4	Q8TEY5	148327	CREB3L4	Human
x0so0515	seq.11310.8	Desmoglein-3	Desmoglein-3	P32926	1830	DSG3	Human
x0so0516	seq.11311.79	V(D)J recombination-activating protein 1	RAG-1	P15918	5896	RAG1	Human
x0so0517	seq.11312.40	Mismatch repair endonuclease PMS2	PMS2	P54278	5395	PMS2	Human
x0so0518	seq.11313.100	Pterin-4-alpha-carbinolamine dehydratase	PHS	P61457	5092	PCBD1	Human
x0so0519	seq.11315.148	Protein phosphatase 1D	PPM1D	O15297	8493	PPM1D	Human
x0so0520	seq.11318.20	Apolipoprotein A-V	Apo A-V	Q6Q788	116519	APOA5	Human
x0so0521	seq.11319.106	Double-strand break repair protein MRE11	MRE11	P49959	4361	MRE11	Human
x0so0522	seq.11320.29	E3 ubiquitin-protein ligase CHFR	CHFR	Q96EP1	55743	CHFR	Human
x0so0523	seq.11324.3	Peroxidasin-like protein	PXDNL	A1KZ92	137902	PXDNL	Human
x0so0524	seq.11325.8	Protein BTG2	BTG2	P78543	7832	BTG2	Human
x0so0525	seq.11327.56	Dual specificity protein kinase CLK2	CLK2	P49760	1196	CLK2	Human
x0so0526	seq.11328.9	U6 snRNA phosphodiesterase	USB1	Q9BQ65	79650	USB1	Human
x0so0527	seq.11330.15	Casein kinase II subunit beta	CSK2B	P67870	1460	CSNK2B	Human
x0so0528	seq.11333.82	Rho GTPase-activating protein 25	RHG25	P42331	9938	ARHGAP25	Human
x0so0529	seq.11334.7	Leukocyte immunoglobulin-like receptor subfamily B member 3	LIRB3	O75022	102725035	LILRB3	Human
x0so0530	seq.11336.9	Fanconi anemia group F protein	FANCF	Q9NPI8	2188	FANCF	Human
x0so0531	seq.11338.49	Tyrosine-protein kinase BLK	BLK	P51451	640	BLK	Human
x0so0532	seq.11342.59	Plexin domain-containing protein 2:Cytoplasmic domain	PXDC2:CD	Q6UX71	84898	PLXDC2	Human
x0so0533	seq.11347.9	Transaldolase	Transaldolase	P37837	6888	TALDO1	Human
x0so0534	seq.11348.132	Prolyl 4-hydroxylase subunit alpha-2	P4HA2	O15460	8974	P4HA2	Human
x0so0535	seq.11350.30	E3 ubiquitin-protein ligase CHIP	CHIP	Q9UNE7	10273	STUB1	Human
x0so0536	seq.11351.233	Non-homologous end-joining factor 1	NHEJ1	Q9H9Q4	79840	NHEJ1	Human
x0so0537	seq.11352.42	Titin	TITIN	Q8WZ42	7273	TTN	Human
x0so0538	seq.11353.143	Mothers against decapentaplegic homolog 2	SMAD2	Q15796	4087	SMAD2	Human
x0so0539	seq.11354.21	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	Phospholipase C-beta-1	Q9NQ66	23236	PLCB1	Human
x0so0540	seq.11355.10	Eukaryotic translation initiation factor 5A-2	IF5A2	Q9GZV4	56648	EIF5A2	Human
x0so0541	seq.11356.19	Protein DGCR14	DGC14	Q96DF8	8220	ESS2	Human
x0so0542	seq.11358.15	Growth factor receptor-bound protein 10	GRB10	Q13322	2887	GRB10	Human
x0so0543	seq.11360.39	Ribonucleoside-diphosphate reductase large subunit	RRM1	P23921	6240	RRM1	Human
x0so0544	seq.11361.73	Thymidine phosphorylase	TP	P19971	1890	TYMP	Human
x0so0545	seq.11363.58	Aquaporin-4	AQP4	P55087	361	AQP4	Human
x0so0546	seq.11364.18	Mitofusin-1	MFN1	Q8IWA4	55669	MFN1	Human
x0so0547	seq.11365.17	Teneurin-4	TEN4	Q6N022	26011	TENM4	Human
x0so0548	seq.11368.32	Adenylate kinase 2, mitochondrial	KAD2	P54819	204	AK2	Human
x0so0549	seq.11369.23	Alcohol dehydrogenase class-3	ADHX	P11766	128	ADH5	Human
x0so0550	seq.11370.20	72 kDa inositol polyphosphate 5-phosphatase	INP5E	Q9NRR6	56623	INPP5E	Human
x0so0551	seq.11371.1	Probable G-protein coupled receptor 101	GP101	Q96P66	83550	GPR101	Human
x0so0552	seq.11372.2	Zinc finger protein 18	ZNF18	P17022	7566	ZNF18	Human
x0so0553	seq.11375.49	Forkhead box protein L2	FOXL2	P58012	668	FOXL2	Human
x0so0554	seq.11377.19	Alcohol dehydrogenase class 4 mu/sigma chain	ADH7	P40394	131	ADH7	Human
x0so0555	seq.11378.37	Tyrosine-protein kinase SYK:Src Homology domain	KSYK:SH2, 1 and 2	P43405	6850	SYK	Human
x0so0556	seq.11380.84	RNA-binding protein 24	RBM24	Q9BX46	221662	RBM24	Human
x0so0557	seq.11381.56	Ribose-phosphate pyrophosphokinase 1	PRPS1	P60891	5631	PRPS1	Human
x0so0558	seq.11382.5	Biliverdin reductase A	BIEA	P53004	644	BLVRA	Human
x0so0559	seq.11383.41	Keratin, type II cytoskeletal 7	Keratin 7	P08729	3855	KRT7	Human
x0so0560	seq.11387.3	Cyclic AMP-dependent transcription factor ATF-6 beta	ATF6B	Q99941	1388	ATF6B	Human
x0so0561	seq.11388.75	WAP four-disulfide core domain protein 2	HE4	Q14508	10406	WFDC2	Human
x0so0562	seq.11390.24	Carbonic anhydrase-related protein	Carbonic Anhydrase VIII	P35219	767	CA8	Human
x0so0563	seq.11391.69	Mevalonate kinase	MVK	Q03426	4598	MVK	Human
x0so0564	seq.11395.5	Protein-tyrosine kinase 2-beta:4.1 protein, ezrin, radixin, moesin domain	FAK2:FERM	Q14289	2185	PTK2B	Human
x0so0565	seq.11396.39	Dynein intermediate chain 1, axonemal	DNAI1	Q9UI46	27019	DNAI1	Human
x0so0566	seq.11401.181	E3 ubiquitin-protein ligase RNF146	RN146	Q9NTX7	81847	RNF146	Human
x0so0567	seq.11402.17	Histone-lysine N-methyltransferase 2C	KMT2C	Q8NEZ4	58508	KMT2C	Human
x0so0568	seq.11405.150	Caspase recruitment domain-containing protein 9	CARD9	Q9H257	64170	CARD9	Human
x0so0569	seq.11406.82	Isobutyryl-CoA dehydrogenase, mitochondrial	ACAD8	Q9UKU7	27034	ACAD8	Human
x0so0570	seq.11407.57	Phospholipid scramblase 3	PLS3	Q9NRY6	57048	PLSCR3	Human
x0so0571	seq.11416.23	F-box/LRR-repeat protein 4:Leucine-rich repeats 4 and 5	FBXL4:LRR4 and LRR5	Q9UKA2	26235	FBXL4	Human
x0so0572	seq.11421.10	EH domain-containing protein 4	EHD4	Q9H223	30844	EHD4	Human
x0so0573	seq.11422.2	Homeobox protein DLX-3	DLX3	O60479	1747	DLX3	Human
x0so0574	seq.11424.4	Fumarylacetoacetase	FAAA	P16930	2184	FAH	Human
x0so0575	seq.11425.31	RUN and FYVE domain-containing protein 1	RUFY1	Q96T51	80230	RUFY1	Human
x0so0576	seq.11428.31	PDZ and LIM domain protein 1	PDLI1	O00151	9124	PDLIM1	Human
x0so0577	seq.11429.80	Heterogeneous nuclear ribonucleoproteins C1/C2	hnRNP C1/C2	P07910	3183	HNRNPC	Human
x0so0578	seq.11430.49	E3 ubiquitin-protein ligase DTX1	DTX1	Q86Y01	1840	DTX1	Human
x0so0579	seq.11431.235	ATP-dependent DNA helicase Q1	RECQ1	P46063	5965	RECQL	Human
x0so0580	seq.11432.11	Polyglutamine-binding protein 1	PQBP1	O60828	10084	PQBP1	Human
x0so0581	seq.11433.11	Tectonic-2	TECT2	Q96GX1	79867	TCTN2	Human
x0so0582	seq.11436.6	Alpha-internexin	AINX	Q16352	9118	INA	Human
x0so0583	seq.11438.6	DnaJ homolog subfamily B member 2	DNJB2	P25686	3300	DNAJB2	Human
x0so0584	seq.11439.88	Rhophilin-2	RHPN2	Q8IUC4	85415	RHPN2	Human
x0so0585	seq.11440.58	Suppressor of cytokine signaling 3	SOCS-3	O14543	9021	SOCS3	Human
x0so0586	seq.11441.11	Glycogen phosphorylase, liver form	PYGL	P06737	5836	PYGL	Human
x0so0587	seq.11442.1	Delta and Notch-like epidermal growth factor-related receptor:Cytoplasmic domain	DNER:CD	Q8NFT8	92737	DNER	Human
x0so0588	seq.11444.49	DNA-directed RNA polymerase III subunit RPC6	RPC6	Q9H1D9	10621	POLR3F	Human
x0so0589	seq.11448.34	Galactokinase	GALK1	P51570	2584	GALK1	Human
x0so0590	seq.11449.22	F-actin-capping protein subunit alpha-1	CAZA1	P52907	829	CAPZA1	Human
x0so0591	seq.11450.110	Protein disulfide-isomerase	Protein disulfide-isomerase	P07237	5034	P4HB	Human
x0so0592	seq.11454.87	Eukaryotic translation initiation factor 3 subunit G	EIF3G	O75821	8666	EIF3G	Human
x0so0593	seq.11456.2	Melanoma-associated antigen B10	MAGBA	Q96LZ2	139422	MAGEB10	Human
x0so0594	seq.11457.53	UDP-glucose 4-epimerase	GALE	Q14376	2582	GALE	Human
x0so0595	seq.11458.30	Poly(rC)-binding protein 1	PCBP1	Q15365	5093	PCBP1	Human
