symbol	CHROM	start_grch37	end_grch37	label	unit	type	min	max	missing	description	long_description	AptName	SeqId	SeqIdVersion	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	Organism	Units	Type	Dilution	ColCheck	cv_qc	cv_qc_chris	Dratio	eLOD	EntrezGeneSymbol
80	ADAM12	10	127700950	128077024	x0so5384	NA	float	120.9	13626.7	-89	seq.4420.7	Disintegrin and metalloproteinase domain-containing protein 12	seq.4420.7	4420-7	2	SL009988	Disintegrin and metalloproteinase domain-containing protein 12	ADAM12	O43184	8038	Human	RFU	Protein	20	PASS	0.0348706803860059	0.0343215749187591	0.157263777144136	258.682	NA
81	ADAM15	1	155023042	155035252	x0so1832	NA	float	81.9	170582.4	-89	seq.15455.40	Disintegrin and metalloproteinase domain-containing protein 15:Extracellular domain	seq.15455.40	15455-40	3	SL025784	Disintegrin and metalloproteinase domain-containing protein 15:Extracellular domain	ADA15:ECD	Q13444	8751	Human	RFU	Protein	20	PASS	0.0658355819404777	0.0511612889270201	0.107567883517357	316.4883	NA
82	ADAM15	1	155023042	155035252	x0so7606	NA	float	196.1	10301	-89	seq.9956.7	Disintegrin and metalloproteinase domain-containing protein 15:Cytoplasmic domain	seq.9956.7	9956-7	3	SL025783	Disintegrin and metalloproteinase domain-containing protein 15:Cytoplasmic domain	ADA15:CD	Q13444	8751	Human	RFU	Protein	20	PASS	0.0409912220898362	0.0477729329430283	0.292013720356278	437.21525	NA
83	ADAM17	2	9628615	9695921	x0so7038	NA	float	51.3	8947.6	-89	seq.8882.1	Disintegrin and metalloproteinase domain-containing protein 17:Cytoplasmic domain	seq.8882.1	8882-1	3	SL025787	Disintegrin and metalloproteinase domain-containing protein 17:Cytoplasmic domain	ADAM 17:CD	P78536	6868	Human	RFU	Protein	0.5	PASS	0.159610236003031	0.0839083741715701	0.161758003717001	97.69655	NA
84	ADAM17	2	9628615	9695921	x0so7090	NA	float	145.9	46320.1	-89	seq.8959.61	Disintegrin and metalloproteinase domain-containing protein 17:Extracellular domain	seq.8959.61	8959-61	3	SL025788	Disintegrin and metalloproteinase domain-containing protein 17:Extracellular domain	ADAM 17:ECD	P78536	6868	Human	RFU	Protein	20	PASS	0.086705070678162	0.0759921782836074	0.312618152801165	360.96975	NA
85	ADAM19	5	156822542	157002783	x0so7079	NA	float	38.7	54128.8	-89	seq.8948.13	Disintegrin and metalloproteinase domain-containing protein 19	seq.8948.13	8948-13	3	SL018610	Disintegrin and metalloproteinase domain-containing protein 19	ADA19	Q9H013	8728	Human	RFU	Protein	20	PASS	0.0437425074438695	0.0549529242365554	0.0991893930440295	86.09005	NA
86	ADAM22	7	87563458	87832204	x0so6614	NA	float	115.2	211763.7	-89	seq.7933.75	Disintegrin and metalloproteinase domain-containing protein 22	seq.7933.75	7933-75	3	SL018350	Disintegrin and metalloproteinase domain-containing protein 22	ADA22	Q9P0K1	53616	Human	RFU	Protein	20	PASS	0.0409877307336909	0.0460047280025999	0.135679159794731	267.5667	NA
87	ADAM23	2	207308263	207485851	x0so6315	NA	float	76.4	54365.6	-89	seq.7049.2	Disintegrin and metalloproteinase domain-containing protein 23	seq.7049.2	7049-2	3	SL015911	Disintegrin and metalloproteinase domain-containing protein 23	ADAM 23	O75077	8745	Human	RFU	Protein	20	PASS	0.0551214889453477	0.048019348603272	0.192073849626457	212.42225	NA
88	ADAM28	8	24151553	24216531	x0so3375	NA	float	110	26655.8	-89	seq.21681.10	ADAM 28	seq.21681.10	21681-10	3	SL003684	ADAM 28	ADAM 28	Q9UKQ2	10863	Human	RFU	Protein	20	PASS	0.0466389763334349	0.0750203464075622	0.181602282058355	269.14825	NA
89	ADAM29	4	175750819	175899331	x0so1352	NA	float	238.4	34555.2	-89	seq.13549.15	Disintegrin and metalloproteinase domain-containing protein 29	seq.13549.15	13549-15	3	SL020150	Disintegrin and metalloproteinase domain-containing protein 29	ADA29	Q9UKF5	11086	Human	RFU	Protein	20	PASS	0.0560361093449757	0.0590929260797085	0.240015298551337	559.5225	NA
90	ADAM30	1	120436156	120439118	x0so6907	NA	float	76	3086	-89	seq.8520.8	Disintegrin and metalloproteinase domain-containing protein 30	seq.8520.8	8520-8	3	SL018586	Disintegrin and metalloproteinase domain-containing protein 30	ADA30	Q9UKF2	11085	Human	RFU	Protein	20	PASS	0.0564522538093743	0.0613852987970612	0.329888058221619	182.49845	NA
91	ADAM32	8	38964509	39142430	x0so6542	NA	float	31	4940.2	-89	seq.7827.20	Disintegrin and metalloproteinase domain-containing protein 32	seq.7827.20	7827-20	3	SL018276	Disintegrin and metalloproteinase domain-containing protein 32	ADA32	Q8TC27	203102	Human	RFU	Protein	20	PASS	0.0496757235337325	0.048833285198126	0.168719063281139	56.0292499999999	NA
92	ADAM7	8	24298443	24384483	x0so0285	NA	float	62.5	143575.4	-89	seq.10753.31	Disintegrin and metalloproteinase domain-containing protein 7	seq.10753.31	10753-31	3	SL018585	Disintegrin and metalloproteinase domain-containing protein 7	ADAM7	Q9H2U9	8756	Human	RFU	Protein	20	PASS	0.0509175007264479	0.170962301240643	0.144773882429373	157.64635	NA
93	ADAM8	10	135075907	135090372	x0so3282	NA	float	67.3	70635.9	-89	seq.21440.9	ADAM 8	seq.21440.9	21440-9	3	SL010608	ADAM 8	ADAM-8	P78325	101	Human	RFU	Protein	20	PASS	0.0377633772450468	0.0218883853094861	0.0828915083847129	192.06585	NA
94	ADAM9	8	38854388	38962663	x0so5217	NA	float	58.4	238684	-89	seq.3795.6	Disintegrin and metalloproteinase domain-containing protein 9	seq.3795.6	3795-6	2	SL004642	Disintegrin and metalloproteinase domain-containing protein 9	ADAM 9	Q13443	8754	Human	RFU	Protein	20	FLAG	0.0612357962347905	0.0617338999065396	0.19163023747071	131.77905	NA
95	ADAMDEC1	8	24241798	24263526	x0so7198	NA	float	312.1	27606.6	-89	seq.9115.78	ADAM DEC1	seq.9115.78	9115-78	3	SL008406	ADAM DEC1	ADEC1	O15204	27299	Human	RFU	Protein	20	PASS	0.0846924709400614	0.0787097478742056	0.410172786876061	664.1725	NA
96	ADAMTS1	21	28208066	28217728	x0so4955	NA	float	119.5	23710.7	-89	seq.3174.2	A disintegrin and metalloproteinase with thrombospondin motifs 1	seq.3174.2	3174-2	1	SL008421	A disintegrin and metalloproteinase with thrombospondin motifs 1	ATS1	Q9UHI8	9510	Human	RFU	Protein	20	PASS	0.115220299695785	0.121033653211458	0.439398422600109	239.7908	NA
97	ADAMTS13	9	136279478	136324508	x0so4956	NA	float	63.3	81581.1	-89	seq.3175.51	A disintegrin and metalloproteinase with thrombospondin motifs 13	seq.3175.51	3175-51	5	SL006610	A disintegrin and metalloproteinase with thrombospondin motifs 13	ATS13	Q76LX8	11093	Human	RFU	Protein	0.5	PASS	0.0420498126398682	0.047035658050831	0.232706923826408	181.52455	NA
98	ADAMTS15	11	130318869	130346532	x0so5418	NA	float	285.8	3081.9	-89	seq.4533.76	A disintegrin and metalloproteinase with thrombospondin motifs 15	seq.4533.76	4533-76	2	SL012740	A disintegrin and metalloproteinase with thrombospondin motifs 15	ATS15	Q8TE58	170689	Human	RFU	Protein	20	PASS	0.0685620104579399	0.0677708300504635	0.566606594780558	655.8181	NA
99	ADAMTS3	4	73146686	73434516	x0so7017	NA	float	221.5	19016.3	-89	seq.8845.2	A disintegrin and metalloproteinase with thrombospondin motifs 3	seq.8845.2	8845-2	3	SL012361	A disintegrin and metalloproteinase with thrombospondin motifs 3	ATS3	O15072	9508	Human	RFU	Protein	20	PASS	0.0357778527318591	0.0392804185198092	0.261022355877872	533.4769	NA
100	ADAMTS4	1	161154098	161168846	x0so4794	NA	float	39.5	7499	-89	seq.2809.25	A disintegrin and metalloproteinase with thrombospondin motifs 4	seq.2809.25	2809-25	2	SL004625	A disintegrin and metalloproteinase with thrombospondin motifs 4	ADAMTS-4	O75173	9507	Human	RFU	Protein	20	PASS	0.0339801726897604	0.046409591547601	0.231430457978763	73.4129	NA
101	ADAMTS5	21	28290231	28338832	x0so4949	NA	float	95.5	11292.9	-89	seq.3168.8	A disintegrin and metalloproteinase with thrombospondin motifs 5	seq.3168.8	3168-8	2	SL004626	A disintegrin and metalloproteinase with thrombospondin motifs 5	ADAMTS-5	Q9UNA0	11096	Human	RFU	Protein	20	PASS	0.0326608358500526	0.0277104112684794	0.135731001873843	191.7583	NA
102	ADAMTS6	5	64444563	64777747	x0so6117	NA	float	127.6	61592	-89	seq.6441.62	A disintegrin and metalloproteinase with thrombospondin motifs 6	seq.6441.62	6441-62	3	SL012868	A disintegrin and metalloproteinase with thrombospondin motifs 6	ATS6	Q9UKP5	11174	Human	RFU	Protein	20	PASS	0.0378137472967062	0.0472105128987457	0.211125410323854	308.8536	NA
103	ADAMTSL1	9	18473892	18910948	x0so2071	NA	float	107.5	17639.2	-89	seq.16890.37	ADAMTS-like protein 1	seq.16890.37	16890-37	3	SL012697	ADAMTS-like protein 1	ATL1	Q8N6G6	92949	Human	RFU	Protein	20	PASS	0.0600442871269457	0.0548309590301549	0.225580154114485	262.845	NA
104	ADAMTSL1	9	18473892	18910948	x0so6195	NA	float	157.7	27475.2	-89	seq.6575.79	ADAMTS-like protein 1	seq.6575.79	6575-79	3	SL012697	ADAMTS-like protein 1	ATL1	Q8N6G6	92949	Human	RFU	Protein	20	PASS	0.0536816665332758	0.0379177304823851	0.16387417576034	434.54345	NA
105	ADAMTSL2	9	136397286	136440641	x0so6071	NA	float	56.2	12238.1	-89	seq.6379.62	ADAMTS-like protein 2	seq.6379.62	6379-62	3	SL012648	ADAMTS-like protein 2	ATL2	Q86TH1	9719	Human	RFU	Protein	0.005	PASS	0.157565484230032	0.0911410106397457	0.414902232363309	498.38815	NA
106	ADAT1	16	75630879	75657198	x0so3624	NA	float	21	5493.9	-89	seq.22363.31	tRNA-specific adenosine deaminase 1	seq.22363.31	22363-31	3	SL023044	tRNA-specific adenosine deaminase 1	ADAT1	Q9BUB4	23536	Human	RFU	Protein	20	PASS	0.0288103999418166	0.0318354767519993	0.140989196726917	47.65315	NA
107	ADAT2	6	143743969	143771810	x0so3069	NA	float	77.6	39077.5	-89	seq.20955.20	tRNA-specific adenosine deaminase 2	seq.20955.20	20955-20	3	SL021949	tRNA-specific adenosine deaminase 2	ADAT2	Q7Z6V5	134637	Human	RFU	Protein	20	PASS	0.0440477499362992	0.0462441866730463	0.103632889918286	177.42675	NA
108	ADCYAP1	18	904944	912173	x0so5446	NA	float	366.5	11175.1	-89	seq.4594.22	Pituitary adenylate cyclase-activating polypeptide 38	seq.4594.22	4594-22	2	SL011498	Pituitary adenylate cyclase-activating polypeptide 38	PACAP-38	P18509	116	Human	RFU	Protein	20	PASS	0.15108888531906	0.164137338579301	0.723533928362984	833.32505	NA
109	ADCYAP1	18	904944	912173	x0so6781	NA	float	50.9	34100.9	-89	seq.8285.64	Pituitary adenylate cyclase-activating polypeptide	seq.8285.64	8285-64	3	SL018448	Pituitary adenylate cyclase-activating polypeptide	PACA	P18509	116	Human	RFU	Protein	20	PASS	0.0273018846767576	0.0328451766172269	0.0959754586263753	100.54435	NA
110	ADCYAP1	18	904944	912173	x0so6877	NA	float	63.4	15156.1	-89	seq.8446.4	Pituitary adenylate cyclase-activating polypeptide 27	seq.8446.4	8446-4	3	SL011508	Pituitary adenylate cyclase-activating polypeptide 27	PACAP-27	P18509	116	Human	RFU	Protein	20	PASS	0.0842127174537716	0.0845243026571145	0.252546537224269	165.5126	NA
111	ADCYAP1	18	904944	912173	x0so6881	NA	float	136.5	10035.7	-89	seq.8450.36	Pituitary adenylate cyclase-activating polypeptide 38	seq.8450.36	8450-36	3	SL011498	Pituitary adenylate cyclase-activating polypeptide 38	PACAP-38	P18509	116	Human	RFU	Protein	20	PASS	0.0611316104589187	0.0688450408389249	0.360997609891418	320.7471	NA
112	ADCYAP1R1	7	31092076	31151089	x0so3724	NA	float	410.9	83138.2	-89	seq.22566.53	Pituitary adenylate cyclase-activating polypeptide type I receptor	seq.22566.53	22566-53	3	SL019572	Pituitary adenylate cyclase-activating polypeptide type I receptor	PACR	P41586	117	Human	RFU	Protein	20	FLAG	0.0927515936313825	0.121806213244187	0.502261775303739	1989.0918	NA
113	ADD2	2	70834750	70995357	x0so4289	NA	float	190.3	30600.6	-89	seq.24468.36	Beta-adducin	seq.24468.36	24468-36	3	SL010833	Beta-adducin	ADDB	P35612	119	Human	RFU	Protein	20	PASS	0.0242794415354398	0.0266606986987523	0.0799739998743313	389.8513	NA
114	ADH1A	4	100197524	100212185	x0so2160	NA	float	264.7	57419.2	-89	seq.17396.23	Alcohol dehydrogenase 1A	seq.17396.23	17396-23	3	SL008013	Alcohol dehydrogenase 1A	ADH1A	P07327	124	Human	RFU	Protein	20	PASS	0.044693589090581	0.0706365580634147	0.132499026024801	747.67305	NA
115	ADH1B	4	100226121	100242558	x0so7520	NA	float	76.5	10168.4	-89	seq.9834.62	Alcohol dehydrogenase 1B	seq.9834.62	9834-62	3	SL007996	Alcohol dehydrogenase 1B	ADH1B	P00325	125	Human	RFU	Protein	20	PASS	0.0286593351062361	0.0300717630359853	0.121649545240338	164.1931	NA
116	ADH1C	4	100257649	100274184	x0so1872	NA	float	42.7	48196.8	-89	seq.15525.294	Alcohol dehydrogenase 1C	seq.15525.294	15525-294	3	SL014682	Alcohol dehydrogenase 1C	ADH1G	P00326	126	Human	RFU	Protein	0.5	PASS	0.0477750768186707	0.0903249495881063	0.122791069637124	108.0715	NA
117	ADH4	4	100044808	100078949	x0so6808	NA	float	88.8	92692.4	-89	seq.8325.37	Alcohol dehydrogenase 4	seq.8325.37	8325-37	3	SL018474	Alcohol dehydrogenase 4	ADH4	P08319	127	Human	RFU	Protein	0.5	PASS	0.0354067663452487	0.0346759078949762	0.058788222712338	179.4344	NA
118	ADH5	4	99992132	100009952	x0so0549	NA	float	186.9	53483.4	-89	seq.11369.23	Alcohol dehydrogenase class-3	seq.11369.23	11369-23	3	SL008855	Alcohol dehydrogenase class-3	ADHX	P11766	128	Human	RFU	Protein	20	PASS	0.0407145820768711	0.0522930034353234	0.0869862163765568	419.0055	NA
119	ADH6	4	100123795	100140694	x0so2360	NA	float	71.1	22595.4	-89	seq.18206.18	Alcohol dehydrogenase 6	seq.18206.18	18206-18	3	SL020944	Alcohol dehydrogenase 6	ADH6	P28332	130	Human	RFU	Protein	0.5	PASS	0.0308775263068033	0.0397875903162282	0.0682726477960792	224.07445	NA
120	ADH7	4	100333418	100356894	x0so0554	NA	float	240.5	120511	-89	seq.11377.19	Alcohol dehydrogenase class 4 mu/sigma chain	seq.11377.19	11377-19	3	SL019442	Alcohol dehydrogenase class 4 mu/sigma chain	ADH7	P40394	131	Human	RFU	Protein	20	PASS	0.0252463306526013	0.0303461005537872	0.107256736169705	551.3878	NA
121	ADI1	2	3501132	3523507	x0so0834	NA	float	32.9	91948.6	-89	seq.12457.10	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	seq.12457.10	12457-10	3	SL019711	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	MTND	Q9BV57	55256	Human	RFU	Protein	20	PASS	0.0353699220749435	0.0284748332199173	0.0652986681348251	78.8911	NA
122	ADIPOQ	3	186560463	186576252	x0so5152	NA	float	35.4	14849.9	-89	seq.3554.24	Adiponectin	seq.3554.24	3554-24	1	SL004258	Adiponectin	Adiponectin	Q15848	9370	Human	RFU	Protein	0.005	PASS	0.061791959908828	0.0688241922354151	0.184563494924627	227.50455	NA
123	ADK	10	75910960	76469061	x0so2643	NA	float	131.5	26705.3	-89	seq.19207.119	Adenosine kinase	seq.19207.119	19207-119	3	SL006494	Adenosine kinase	ADK	P55263	132	Human	RFU	Protein	20	PASS	0.0402466449589569	0.0415559238218263	0.154932319686852	268.92005	NA
124	ADM	11	10326227	10328944	x0so1623	NA	float	72.7	18284.7	-89	seq.14115.34	Adrenomedullin	seq.14115.34	14115-34	3	SL002782	Adrenomedullin	Adrenomedullin	P35318	133	Human	RFU	Protein	0.5	PASS	0.0348936431868105	0.0377646217024846	0.21804819130865	180.21145	NA
125	ADM	11	10326227	10328944	x0so6605	NA	float	50.6	55677.1	-89	seq.7922.5	Adrenomedullin	seq.7922.5	7922-5	3	SL002782	Adrenomedullin	Adrenomedullin	P35318	133	Human	RFU	Protein	20	PASS	0.0340307325371738	0.0444390272940854	0.126065903724207	132.86595	NA
126	ADM2	22	50919985	50924869	x0so6732	NA	float	56.7	39208.3	-89	seq.8100.15	ADM2	seq.8100.15	8100-15	3	SL012633	ADM2	ADM2	Q7Z4H4	79924	Human	RFU	Protein	20	FLAG	0.0615200593885661	0.0471153371739987	0.143885034272295	113.47695	NA
127	ADPGK	15	73043710	73078187	x0so5994	NA	float	188	6422.4	-89	seq.6221.1	ADP-dependent glucokinase	seq.6221.1	6221-1	3	SL012808	ADP-dependent glucokinase	ADPGK	Q9BRR6	83440	Human	RFU	Protein	20	PASS	0.025912851416611	0.0306292469092857	0.183497381784191	396.2926	NA
128	ADPRH	3	119298115	119308792	x0so2467	NA	float	197.3	49879.2	-89	seq.18395.5	[Protein ADP-ribosylarginine] hydrolase	seq.18395.5	18395-5	3	SL021343	[Protein ADP-ribosylarginine] hydrolase	ADPRH	P54922	141	Human	RFU	Protein	0.5	PASS	0.0941179439568064	0.103536698079994	0.367962671869998	641.7942	NA
129	ADRM1	20	60877149	60883918	x0so7158	NA	float	109.7	116592.4	-89	seq.9057.19	Proteasomal ubiquitin receptor ADRM1	seq.9057.19	9057-19	3	SL012508	Proteasomal ubiquitin receptor ADRM1	ADRM1	Q16186	11047	Human	RFU	Protein	20	PASS	0.0311137691561257	0.0515276321533239	0.235763500017433	252.60915	NA
130	ADSL	22	40742507	40786467	x0so5588	NA	float	151.9	88083.3	-89	seq.5023.23	Adenylosuccinate lyase	seq.5023.23	5023-23	1	SL009792	Adenylosuccinate lyase	PUR8	P30566	158	Human	RFU	Protein	20	PASS	0.0453879241604738	0.265750442908448	0.392709441377277	361.2795	NA
131	AFAP1L1	5	148651434	148721365	x0so7563	NA	float	79.5	50225.2	-89	seq.9889.42	Actin filament-associated protein 1-like 1	seq.9889.42	9889-42	3	SL019159	Actin filament-associated protein 1-like 1	AF1L1	Q8TED9	134265	Human	RFU	Protein	20	PASS	0.0597678195806994	0.0624278181373737	0.196668579143073	165.19205	NA
132	AFAP1L2	10	116054583	116164515	x0so4275	NA	float	52	108688.9	-89	seq.24445.38	Actin filament-associated protein 1-like 2	seq.24445.38	24445-38	3	SL019867	Actin filament-associated protein 1-like 2	AF1L2	Q8N4X5	84632	Human	RFU	Protein	20	PASS	0.0320431019181984	0.0413705786991797	0.115655775892583	108.48345	NA
133	AFM	4	74347400	74369691	x0so2353	NA	float	229.7	22792.9	-89	seq.18196.8	Afamin	seq.18196.8	18196-8	3	SL004742	Afamin	Afamin	P43652	173	Human	RFU	Protein	0.005	PASS	0.0548884499539134	0.0544742801756795	0.378612374981481	4265.2604	NA
134	AFM	4	74347400	74369691	x0so5481	NA	float	65	70721.5	-89	seq.4763.31	Afamin	seq.4763.31	4763-31	3	SL004742	Afamin	Afamin	P43652	173	Human	RFU	Protein	0.005	PASS	0.0611357430065479	0.039904515834354	0.303619192650372	1037.76835	NA
135	AFP	4	74296855	74321891	x0so5904	NA	float	62.4	182543.7	-89	seq.5792.8	alpha-Fetoprotein	seq.5792.8	5792-8	2	SL000011	alpha-Fetoprotein	AFP	P02771	174	Human	RFU	Protein	20	PASS	0.0579681385836893	0.064687803821222	0.215945859747573	138.3562	NA
136	AGA	4	178351924	178363657	x0so0121	NA	float	39.1	22275.9	-89	seq.10435.2	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	seq.10435.2	10435-2	3	SL008645	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	ASPG	P20933	175	Human	RFU	Protein	20	PASS	0.0364477189167785	0.0381937739206984	0.165582520857686	88.74435	NA
137	AGAP2	12	58118980	58135940	x0so1682	NA	float	47.7	50135.4	-89	seq.14291.53	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2	seq.14291.53	14291-53	3	SL019710	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2	AGAP2	Q99490	116986	Human	RFU	Protein	20	PASS	0.0404585993427427	0.0558142268963858	0.0939756656662531	101.6302	NA
138	AGAP3	7	150782918	150841523	x0so1511	NA	float	124.6	40236.7	-89	seq.13960.15	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	seq.13960.15	13960-15	3	SL020282	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	AGAP3	Q96P47	116988	Human	RFU	Protein	20	PASS	0.062581803212458	0.0752698242802195	0.230658466051531	325.09805	NA
139	AGER	6	32148745	32152101	x0so5286	NA	float	23.3	26570.7	-89	seq.4125.52	Advanced glycosylation end product-specific receptor, soluble	seq.4125.52	4125-52	2	SL003680	Advanced glycosylation end product-specific receptor, soluble	sRAGE	Q15109	177	Human	RFU	Protein	20	PASS	0.0597175044781534	0.0603320463691878	0.117043673269564	60.5977	NA
140	AGFG1	2	228336868	228425930	x0so0690	NA	float	339.3	183659.6	-89	seq.11681.8	Arf-GAP domain and FG repeat-containing protein 1	seq.11681.8	11681-8	3	SL007271	Arf-GAP domain and FG repeat-containing protein 1	NUPL	P52594	3267	Human	RFU	Protein	20	PASS	0.0539354550277196	0.0580478225879537	0.118877348956755	726.36905	NA
141	AGFG2	7	100136834	100165842	x0so4089	NA	float	99	35896.4	-89	seq.23597.11	Arf-GAP domain and FG repeat-containing protein 2	seq.23597.11	23597-11	3	SL023429	Arf-GAP domain and FG repeat-containing protein 2	AGFG2	O95081	3268	Human	RFU	Protein	20	FLAG	0.0812182534608165	0.0904354040576308	0.141373597043294	255.2254	NA
142	AGGF1	5	76325076	76361059	x0so6694	NA	float	16.9	13804.7	-89	seq.8051.10	Angiogenic factor with G patch and FHA domains 1	seq.8051.10	8051-10	3	SL007529	Angiogenic factor with G patch and FHA domains 1	AGGF1	Q8N302	55109	Human	RFU	Protein	20	PASS	0.0384275812831739	0.0420303146465398	0.16625529555708	44.14445	NA
143	AGO1	1	36335409	36395211	x0so0674	NA	float	93.7	37577.3	-89	seq.11651.24	Protein argonaute-1	seq.11651.24	11651-24	3	SL019555	Protein argonaute-1	AGO1	Q9UL18	26523	Human	RFU	Protein	20	PASS	0.0317937440736263	0.0405964299546991	0.181537509381223	204.73105	NA
144	AGO1	1	36335409	36395211	x0so1754	NA	float	104.2	26005.4	-89	seq.15312.14	Protein argonaute-1	seq.15312.14	15312-14	3	SL019555	Protein argonaute-1	AGO1	Q9UL18	26523	Human	RFU	Protein	20	PASS	0.0409936163241187	0.0604639749067837	0.118411316983722	218.9821	NA
145	AGO2	8	141541264	141645718	x0so3305	NA	float	55.9	108355.3	-89	seq.21504.41	Eukaryotic translation initiation factor 2C 2	seq.21504.41	21504-41	3	SL007762	Eukaryotic translation initiation factor 2C 2	I2C2	Q9UKV8	27161	Human	RFU	Protein	20	FLAG	0.0732250606884814	0.0964994275652977	0.230026236192547	131.1084	NA
146	AGO3	1	36396319	36538101	x0so1763	NA	float	55.9	17429.7	-89	seq.15323.112	Protein argonaute-3	seq.15323.112	15323-112	3	SL019972	Protein argonaute-3	AGO3	Q9H9G7	192669	Human	RFU	Protein	20	PASS	0.0480183783072047	0.0504854298154331	0.168161531183969	117.4867	NA
147	AGR2	7	16831435	16873057	x0so5537	NA	float	112.4	16598.3	-89	seq.4959.2	Anterior gradient protein 2 homolog	seq.4959.2	4959-2	1	SL004925	Anterior gradient protein 2 homolog	AGR2	O95994	10551	Human	RFU	Protein	20	PASS	0.0350006777472961	0.0557696174076254	0.30986350563278	303.4579	NA
148	AGR3	7	16899029	16921611	x0so2135	NA	float	48	28402.5	-89	seq.17342.13	Anterior gradient protein 3	seq.17342.13	17342-13	3	SL012732	Anterior gradient protein 3	AGR3	Q8TD06	155465	Human	RFU	Protein	20	PASS	0.0691526783308381	0.070331469314985	0.117084051916921	104.6454	NA
